"BRASA CAIO TERRA","BROWN","MASTER 1","MALE","MEDIUM HEAVY","2"
"BRASA CAIO TERRA","WHITE","ADULT","MALE","LIGHT","1"
"BRASA CAIO TERRA","BROWN","ADULT","MALE","LIGHT FEATHER","1"
"BRASA CAIO TERRA","BROWN","MASTER 2","MALE","MEDIUM HEAVY","1"
"BRASA CAIO TERRA","BLACK","ADULT","MALE","HEAVY","1"
"BRASA CAIO TERRA","BLACK","MASTER 1","MALE","HEAVY","1"
"BRASA CAIO TERRA","PURPLE","ADULT","FEMALE","LIGHT FEATHER","1"
"BRASA CAIO TERRA","BLACK","MASTER 2","MALE","MEDIUM HEAVY","1"
"BRASA CAIO TERRA","PURPLE","ADULT","MALE","FEATHER","1"
"BRASA CAIO TERRA","BLUE","MASTER 5","MALE","MEDIUM HEAVY","1"
"BRASA CAIO TERRA","BLACK","MASTER 1","MALE","LIGHT","1"
"BRASA CAIO TERRA","PURPLE","ADULT","MALE","MIDDLE","2"
"BRASA CAIO TERRA","PURPLE","MASTER 4","MALE","MIDDLE","2"
"BRASA CAIO TERRA","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"BRASA CAIO TERRA","BLUE","MASTER 1","MALE","SUPER HEAVY","1"
"BRASA CAIO TERRA","BLUE","ADULT","MALE","ULTRA HEAVY","2"
"BRASA CAIO TERRA","BLACK","MASTER 1","MALE","MEDIUM HEAVY","1"
"BRASA CAIO TERRA","BLUE","ADULT","MALE","ROOSTER","1"
"BRASA CAIO TERRA","BLUE","MASTER 1","MALE","HEAVY","1"
"BRASA CAIO TERRA","WHITE","ADULT","FEMALE","LIGHT","1"
"BRASA CAIO TERRA","BROWN","MASTER 2","MALE","LIGHT","1"
"BRASA CAIO TERRA","BROWN","ADULT","MALE","FEATHER","1"
"BRASA CAIO TERRA","BROWN","ADULT","FEMALE","MEDIUM HEAVY","1"
"BRASA CAIO TERRA","WHITE","ADULT","MALE","FEATHER","2"
"BRASA CAIO TERRA","BLUE","ADULT","FEMALE","HEAVY","1"
"BRASA CAIO TERRA","BLUE","MASTER 3","MALE","LIGHT","1"
"BRASA CAIO TERRA","BROWN","MASTER 4","MALE","HEAVY","1"
"BRASA CAIO TERRA","BLUE","ADULT","MALE","LIGHT","2"
"CORVOS","WHITE","MASTER 2","MALE","MIDDLE","1"
"PHUKET TOP TEAM - MMA TRAINING CAMP THAILAND","WHITE","ADULT","MALE","HEAVY","1"
"PHUKET TOP TEAM - MMA TRAINING CAMP THAILAND","WHITE","MASTER 1","MALE","LIGHT","1"
"COIMBRA M.M.A.","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"ROYCE GRACIE PORTUGAL","WHITE","ADULT","MALE","MIDDLE","1"
"ROYCE GRACIE PORTUGAL","BROWN","MASTER 2","MALE","MEDIUM HEAVY","1"
"ROYCE GRACIE PORTUGAL","BLUE","JUVENILE 2","MALE","MIDDLE","1"
"ROYCE GRACIE PORTUGAL","WHITE","MASTER 1","MALE","FEATHER","1"
"ROYCE GRACIE PORTUGAL","BLUE","MASTER 1","FEMALE","MEDIUM HEAVY","1"
"ROYCE GRACIE PORTUGAL","WHITE","ADULT","MALE","SUPER HEAVY","1"
"ROYCE GRACIE PORTUGAL","BLUE","MASTER 2","MALE","LIGHT","1"
"ROYCE GRACIE PORTUGAL","PURPLE","ADULT","MALE","ULTRA HEAVY","1"
"YEMASO BRAZILIAN JIU JITSU","BLACK","MASTER 1","MALE","LIGHT","1"
"RIBEIRO JIU-JITSU INTERNATIONAL","PURPLE","MASTER 1","MALE","MIDDLE","2"
"RIBEIRO JIU-JITSU INTERNATIONAL","BLUE","ADULT","MALE","LIGHT","1"
"DYNAMIX FIGHTING SPORTS","WHITE","ADULT","MALE","HEAVY","1"
"DYNAMIX FIGHTING SPORTS","BROWN","ADULT","MALE","MIDDLE","1"
"DYNAMIX FIGHTING SPORTS","BLUE","ADULT","MALE","HEAVY","1"
"DYNAMIX FIGHTING SPORTS","BLUE","JUVENILE 2","MALE","MIDDLE","1"
"DYNAMIX FIGHTING SPORTS","PURPLE","ADULT","FEMALE","MIDDLE","1"
"DYNAMIX FIGHTING SPORTS","BLUE","ADULT","FEMALE","FEATHER","1"
"DYNAMIX FIGHTING SPORTS","WHITE","ADULT","FEMALE","FEATHER","1"
"DYNAMIX FIGHTING SPORTS","BROWN","ADULT","MALE","ULTRA HEAVY","1"
"DYNAMIX FIGHTING SPORTS","PURPLE","ADULT","FEMALE","FEATHER","1"
"DYNAMIX FIGHTING SPORTS","BROWN","MASTER 1","MALE","HEAVY","1"
"DYNAMIX FIGHTING SPORTS","PURPLE","ADULT","MALE","HEAVY","1"
"DYNAMIX FIGHTING SPORTS","BLUE","ADULT","MALE","FEATHER","2"
"DYNAMIX FIGHTING SPORTS","WHITE","ADULT","MALE","ULTRA HEAVY","1"
"DYNAMIX FIGHTING SPORTS","BLUE","ADULT","MALE","MIDDLE","1"
"DYNAMIX FIGHTING SPORTS","BROWN","ADULT","MALE","HEAVY","1"
"DYNAMIX FIGHTING SPORTS","BLACK","MASTER 3","MALE","LIGHT","1"
"DYNAMIX FIGHTING SPORTS","BROWN","MASTER 1","MALE","LIGHT","1"
"DYNAMIX FIGHTING SPORTS","PURPLE","ADULT","FEMALE","LIGHT FEATHER","1"
"DYNAMIX FIGHTING SPORTS","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"DYNAMIX FIGHTING SPORTS","PURPLE","ADULT","MALE","LIGHT","2"
"DYNAMIX FIGHTING SPORTS","BLUE","ADULT","FEMALE","LIGHT","2"
"DYNAMIX FIGHTING SPORTS","BLUE","MASTER 4","MALE","LIGHT","1"
"DYNAMIX FIGHTING SPORTS","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"JC MELUN","WHITE","ADULT","MALE","MIDDLE","1"
"JC MELUN","BLUE","ADULT","MALE","MIDDLE","2"
"JC MELUN","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"JC MELUN","BLUE","ADULT","MALE","HEAVY","1"
"JC MELUN","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"JC MELUN","WHITE","MASTER 1","MALE","MIDDLE","1"
"JC MELUN","PURPLE","MASTER 2","MALE","MEDIUM HEAVY","1"
"JC MELUN","PURPLE","MASTER 1","MALE","MIDDLE","1"
"JC MELUN","WHITE","ADULT","MALE","LIGHT","1"
"JC MELUN","BROWN","MASTER 1","MALE","MIDDLE","1"
"JC MELUN","WHITE","ADULT","MALE","FEATHER","1"
"JC MELUN","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"JC MELUN","PURPLE","MASTER 3","MALE","SUPER HEAVY","1"
"JC MELUN","BLUE","ADULT","MALE","LIGHT","2"
"TOP BROTHER MEXICO","WHITE","ADULT","FEMALE","MEDIUM HEAVY","1"
"TOP BROTHER MEXICO","BLUE","ADULT","MALE","MIDDLE","1"
"TOP BROTHER MEXICO","BROWN","MASTER 2","MALE","LIGHT","1"
"POUND FOR POUND DEUTSCHLAND","BLUE","ADULT","MALE","MIDDLE","1"
"SURFIGHT JIU-JITSU","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"NOVA GERAO","BLUE","ADULT","MALE","FEATHER","1"
"NOVA GERAO","WHITE","ADULT","MALE","FEATHER","1"
"NOVA GERAO","BLUE","MASTER 2","MALE","MEDIUM HEAVY","1"
"NOVA GERAO","WHITE","MASTER 2","MALE","SUPER HEAVY","1"
"NOVA GERAO","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"ALLIANCE","BLACK","ADULT","MALE","MEDIUM HEAVY","1"
"ALLIANCE","BLUE","ADULT","MALE","HEAVY","2"
"ALLIANCE","BLUE","MASTER 1","MALE","LIGHT","1"
"ALLIANCE","BLACK","ADULT","FEMALE","MEDIUM HEAVY","1"
"ALLIANCE","BROWN","MASTER 2","MALE","HEAVY","1"
"ALLIANCE","BLACK","MASTER 4","MALE","MIDDLE","1"
"ALLIANCE","BLUE","MASTER 2","MALE","FEATHER","1"
"ALLIANCE","BLUE","ADULT","FEMALE","FEATHER","1"
"ALLIANCE","BLACK","MASTER 1","MALE","MIDDLE","1"
"ALLIANCE","PURPLE","ADULT","MALE","LIGHT","2"
"ALLIANCE","WHITE","MASTER 1","MALE","MEDIUM HEAVY","1"
"ALLIANCE","BROWN","MASTER 5","MALE","MEDIUM HEAVY","1"
"ALLIANCE","BROWN","ADULT","MALE","LIGHT","1"
"ALLIANCE","WHITE","ADULT","MALE","ROOSTER","1"
"ALLIANCE","BLUE","ADULT","MALE","FEATHER","2"
"ALLIANCE","BLACK","ADULT","MALE","SUPER HEAVY","1"
"ALLIANCE","PURPLE","ADULT","MALE","SUPER HEAVY","2"
"ALLIANCE","PURPLE","MASTER 4","MALE","HEAVY","1"
"ALLIANCE","WHITE","MASTER 2","MALE","ULTRA HEAVY","1"
"ALLIANCE","BLUE","ADULT","FEMALE","LIGHT","2"
"ALLIANCE","WHITE","ADULT","FEMALE","LIGHT","1"
"ALLIANCE","BROWN","ADULT","MALE","FEATHER","2"
"ALLIANCE","WHITE","ADULT","MALE","HEAVY","2"
"ALLIANCE","PURPLE","MASTER 2","MALE","ULTRA HEAVY","1"
"ALLIANCE","WHITE","ADULT","FEMALE","MIDDLE","1"
"ALLIANCE","BLUE","ADULT","MALE","LIGHT FEATHER","2"
"ALLIANCE","WHITE","MASTER 2","MALE","HEAVY","2"
"ALLIANCE","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"ALLIANCE","PURPLE","ADULT","MALE","HEAVY","1"
"ALLIANCE","BLUE","MASTER 2","MALE","LIGHT","2"
"ALLIANCE","PURPLE","MASTER 3","MALE","ULTRA HEAVY","1"
"ALLIANCE","BLACK","ADULT","MALE","MIDDLE","2"
"ALLIANCE","BLUE","JUVENILE 2","MALE","LIGHT","1"
"ALLIANCE","WHITE","ADULT","MALE","MIDDLE","2"
"ALLIANCE","BROWN","ADULT","MALE","HEAVY","2"
"ALLIANCE","PURPLE","MASTER 2","MALE","MEDIUM HEAVY","2"
"ALLIANCE","PURPLE","ADULT","FEMALE","HEAVY","1"
"ALLIANCE","BLUE","MASTER 3","MALE","MEDIUM HEAVY","2"
"ALLIANCE","PURPLE","MASTER 2","MALE","FEATHER","1"
"ALLIANCE","BLUE","MASTER 2","MALE","MEDIUM HEAVY","2"
"ALLIANCE","BLACK","MASTER 4","MALE","MEDIUM HEAVY","1"
"ALLIANCE","WHITE","ADULT","FEMALE","MEDIUM HEAVY","1"
"ALLIANCE","BLUE","MASTER 1","MALE","ULTRA HEAVY","1"
"ALLIANCE","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","2"
"ALLIANCE","PURPLE","MASTER 1","MALE","LIGHT","1"
"ALLIANCE","BLUE","MASTER 2","MALE","MIDDLE","1"
"ALLIANCE","PURPLE","ADULT","MALE","MIDDLE","2"
"ALLIANCE","BLUE","MASTER 3","MALE","LIGHT","1"
"ALLIANCE","BLACK","MASTER 3","MALE","SUPER HEAVY","1"
"ALLIANCE","BLACK","ADULT","MALE","HEAVY","2"
"ALLIANCE","PURPLE","ADULT","MALE","ULTRA HEAVY","1"
"ALLIANCE","BROWN","MASTER 1","MALE","ULTRA HEAVY","1"
"ALLIANCE","BROWN","ADULT","FEMALE","LIGHT","1"
"ALLIANCE","WHITE","MASTER 1","MALE","LIGHT","2"
"ALLIANCE","PURPLE","MASTER 3","MALE","MEDIUM HEAVY","1"
"ALLIANCE","BLUE","MASTER 1","MALE","MIDDLE","2"
"ALLIANCE","BLUE","ADULT","FEMALE","MEDIUM HEAVY","2"
"ALLIANCE","WHITE","MASTER 1","MALE","HEAVY","2"
"ALLIANCE","PURPLE","MASTER 1","FEMALE","MIDDLE","1"
"ALLIANCE","BLUE","MASTER 1","MALE","FEATHER","2"
"ALLIANCE","WHITE","MASTER 2","MALE","MEDIUM HEAVY","1"
"ALLIANCE","BROWN","ADULT","MALE","LIGHT FEATHER","1"
"ALLIANCE","BLUE","ADULT","FEMALE","MIDDLE","2"
"ALLIANCE","BROWN","MASTER 1","MALE","MIDDLE","1"
"ALLIANCE","BLUE","ADULT","MALE","LIGHT","2"
"ALLIANCE","BROWN","ADULT","MALE","MIDDLE","2"
"ALLIANCE","BLUE","MASTER 3","MALE","MIDDLE","1"
"ALLIANCE","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"ALLIANCE","WHITE","MASTER 2","MALE","MIDDLE","1"
"ALLIANCE","BLACK","MASTER 3","MALE","MIDDLE","1"
"ALLIANCE","BROWN","ADULT","MALE","SUPER HEAVY","1"
"ALLIANCE","BLUE","MASTER 1","FEMALE","LIGHT","2"
"ALLIANCE","BLACK","ADULT","MALE","LIGHT","2"
"ALLIANCE","WHITE","MASTER 1","MALE","MIDDLE","1"
"ALLIANCE","BROWN","MASTER 1","MALE","LIGHT FEATHER","1"
"ALLIANCE","PURPLE","MASTER 1","MALE","MIDDLE","2"
"ALLIANCE","BLUE","MASTER 1","MALE","HEAVY","1"
"ALLIANCE","BLUE","ADULT","MALE","ROOSTER","1"
"ALLIANCE","BLUE","ADULT","MALE","MIDDLE","2"
"ALLIANCE","BLACK","ADULT","MALE","FEATHER","1"
"ALLIANCE","BLACK","MASTER 5","MALE","LIGHT","1"
"ALLIANCE","BLUE","ADULT","MALE","SUPER HEAVY","1"
"ALLIANCE","BLUE","MASTER 2","MALE","HEAVY","1"
"ALLIANCE","BROWN","ADULT","FEMALE","LIGHT FEATHER","1"
"ALLIANCE","PURPLE","ADULT","MALE","FEATHER","2"
"ALLIANCE","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"ALLIANCE","PURPLE","MASTER 4","MALE","MIDDLE","2"
"ALLIANCE","BLACK","MASTER 1","MALE","HEAVY","2"
"ALLIANCE","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"ALLIANCE","BLACK","MASTER 1","MALE","MEDIUM HEAVY","1"
"ALLIANCE","BLUE","MASTER 3","MALE","HEAVY","1"
"ALLIANCE","BROWN","MASTER 2","MALE","LIGHT","1"
"ALLIANCE","BLUE","MASTER 4","MALE","LIGHT","1"
"ALLIANCE","WHITE","ADULT","MALE","FEATHER","2"
"ALLIANCE","PURPLE","MASTER 2","MALE","MIDDLE","2"
"ALLIANCE","BROWN","ADULT","FEMALE","MIDDLE","1"
"ALLIANCE","WHITE","ADULT","MALE","LIGHT","2"
"RENZO GRACIE","BLUE","MASTER 2","MALE","FEATHER","1"
"RENZO GRACIE","WHITE","MASTER 2","MALE","LIGHT","1"
"RENZO GRACIE","PURPLE","ADULT","FEMALE","LIGHT FEATHER","1"
"CLARK GRACIE LE HAVRE","BROWN","ADULT","MALE","ULTRA HEAVY","1"
"CLARK GRACIE LE HAVRE","WHITE","ADULT","MALE","MIDDLE","1"
"CLARK GRACIE LE HAVRE","BROWN","MASTER 2","MALE","FEATHER","1"
"BABALU'S IRON GYM","BLACK","MASTER 2","MALE","ULTRA HEAVY","1"
"GRABAKA JIU JITSU CLUB","BLUE","MASTER 1","FEMALE","LIGHT FEATHER","1"
"GRABAKA JIU JITSU CLUB","BROWN","ADULT","MALE","FEATHER","1"
"ASSOCIAO ORIENTE","BLACK","MASTER 1","MALE","SUPER HEAVY","1"
"COMBAT BASE UK","WHITE","MASTER 1","MALE","MEDIUM HEAVY","1"
"COMBAT BASE UK","BLUE","MASTER 1","MALE","FEATHER","1"
"COMBAT BASE UK","PURPLE","MASTER 3","MALE","HEAVY","1"
"COMBAT BASE UK","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"COMBAT BASE UK","PURPLE","MASTER 1","MALE","LIGHT","1"
"COMBAT BASE UK","BROWN","ADULT","MALE","LIGHT FEATHER","1"
"COMBAT BASE UK","BLACK","MASTER 4","MALE","MEDIUM HEAVY","1"
"PS PHOENIX BJJ INTERNATIONAL","BROWN","MASTER 2","MALE","MEDIUM HEAVY","1"
"PS PHOENIX BJJ INTERNATIONAL","PURPLE","ADULT","MALE","LIGHT","1"
"PS PHOENIX BJJ INTERNATIONAL","BLUE","MASTER 1","MALE","LIGHT","1"
"PS PHOENIX BJJ INTERNATIONAL","PURPLE","MASTER 1","MALE","LIGHT","1"
"PS PHOENIX BJJ INTERNATIONAL","BLUE","MASTER 3","MALE","HEAVY","1"
"PS PHOENIX BJJ INTERNATIONAL","PURPLE","MASTER 2","MALE","MIDDLE","1"
"PS PHOENIX BJJ INTERNATIONAL","WHITE","JUVENILE 1","FEMALE","MIDDLE","1"
"PS PHOENIX BJJ INTERNATIONAL","BLUE","ADULT","MALE","LIGHT","2"
"MAURICIO GOMES ORIGIN BJJ TEAM","BLUE","ADULT","FEMALE","MIDDLE","1"
"MAURICIO GOMES ORIGIN BJJ TEAM","BLUE","MASTER 2","MALE","LIGHT","1"
"BJJ TEAM MARSHMALLOW/AKITA-INU DO E.V.","BLUE","ADULT","MALE","MIDDLE","1"
"BJJ TEAM MARSHMALLOW/AKITA-INU DO E.V.","PURPLE","MASTER 1","FEMALE","LIGHT","1"
"GRACIE BARRA BJJ","WHITE","ADULT","MALE","HEAVY","2"
"GRACIE BARRA BJJ","WHITE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA BJJ","BLUE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA BJJ","WHITE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA BJJ","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA BJJ","BLUE","MASTER 1","MALE","LIGHT","2"
"GRACIE BARRA BJJ","PURPLE","ADULT","MALE","LIGHT","2"
"GRACIE BARRA BJJ","BLACK","ADULT","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA BJJ","WHITE","ADULT","MALE","LIGHT","2"
"GRACIE BARRA BJJ","BLUE","ADULT","MALE","FEATHER","1"
"GRACIE BARRA BJJ","PURPLE","ADULT","MALE","FEATHER","2"
"GRACIE BARRA BJJ","PURPLE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA BJJ","BLUE","MASTER 1","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA BJJ","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA BJJ","BLUE","ADULT","MALE","LIGHT","2"
"SUBMISSION TEAM","BLUE","ADULT","MALE","FEATHER","1"
"SUBMISSION TEAM","WHITE","ADULT","MALE","FEATHER","1"
"SUBMISSION TEAM","WHITE","MASTER 1","MALE","FEATHER","1"
"SUBMISSION TEAM","BLUE","MASTER 1","MALE","FEATHER","1"
"SUBMISSION TEAM","BLUE","ADULT","MALE","LIGHT","1"
"CIA PAULISTA - INTERNATIONAL","WHITE","MASTER 1","MALE","ULTRA HEAVY","1"
"CIA PAULISTA - INTERNATIONAL","PURPLE","ADULT","MALE","FEATHER","1"
"CIA PAULISTA - INTERNATIONAL","WHITE","MASTER 1","MALE","LIGHT","1"
"CIA PAULISTA - INTERNATIONAL","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"CIA PAULISTA - INTERNATIONAL","WHITE","MASTER 1","MALE","FEATHER","1"
"CIA PAULISTA - INTERNATIONAL","PURPLE","MASTER 2","MALE","SUPER HEAVY","1"
"CIA PAULISTA - INTERNATIONAL","BLUE","MASTER 1","MALE","HEAVY","1"
"CIA PAULISTA - INTERNATIONAL","BLACK","MASTER 2","MALE","SUPER HEAVY","2"
"CIA PAULISTA - INTERNATIONAL","BLUE","MASTER 3","MALE","HEAVY","1"
"CIA PAULISTA - INTERNATIONAL","PURPLE","ADULT","MALE","HEAVY","1"
"CIA PAULISTA - INTERNATIONAL","BROWN","ADULT","MALE","LIGHT","1"
"TEAM MIRZA","WHITE","ADULT","MALE","HEAVY","1"
"TEAM MIRZA","BLUE","ADULT","FEMALE","FEATHER","1"
"TEAM MIRZA","WHITE","ADULT","FEMALE","MIDDLE","1"
"TEAM MIRZA","PURPLE","ADULT","MALE","HEAVY","2"
"NARDINI EVOLUTION","PURPLE","ADULT","MALE","HEAVY","1"
"AETERNA JIU JITSU","BLACK","MASTER 1","MALE","LIGHT","1"
"AETERNA JIU JITSU","BLACK","ADULT","MALE","MIDDLE","1"
"AETERNA JIU JITSU","PURPLE","ADULT","MALE","LIGHT","1"
"AETERNA JIU JITSU","BROWN","ADULT","MALE","SUPER HEAVY","1"
"AETERNA JIU JITSU","BROWN","ADULT","FEMALE","LIGHT FEATHER","1"
"AETERNA JIU JITSU","BLACK","MASTER 2","MALE","MIDDLE","1"
"ACADEMIA PISA","BROWN","ADULT","MALE","LIGHT","1"
"CERCLE TISSIER","WHITE","ADULT","MALE","HEAVY","1"
"CERCLE TISSIER","BLUE","MASTER 3","MALE","MIDDLE","1"
"CERCLE TISSIER","BLUE","MASTER 1","MALE","LIGHT","2"
"CERCLE TISSIER","PURPLE","MASTER 1","MALE","FEATHER","1"
"CERCLE TISSIER","BLUE","MASTER 2","MALE","FEATHER","1"
"CERCLE TISSIER","BLUE","ADULT","FEMALE","FEATHER","1"
"CERCLE TISSIER","BLACK","MASTER 1","MALE","FEATHER","1"
"CERCLE TISSIER","WHITE","MASTER 1","MALE","LIGHT","2"
"CERCLE TISSIER","BLUE","ADULT","MALE","HEAVY","1"
"CERCLE TISSIER","WHITE","ADULT","FEMALE","FEATHER","1"
"CERCLE TISSIER","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"CERCLE TISSIER","BROWN","MASTER 3","MALE","MEDIUM HEAVY","1"
"CERCLE TISSIER","PURPLE","MASTER 1","MALE","MIDDLE","1"
"CERCLE TISSIER","BLUE","MASTER 1","MALE","MIDDLE","1"
"CERCLE TISSIER","WHITE","ADULT","MALE","MIDDLE","1"
"CERCLE TISSIER","PURPLE","MASTER 3","MALE","MIDDLE","1"
"CERCLE TISSIER","BLUE","ADULT","MALE","MIDDLE","1"
"CERCLE TISSIER","BLUE","MASTER 1","MALE","FEATHER","1"
"CERCLE TISSIER","WHITE","MASTER 2","MALE","MIDDLE","1"
"CERCLE TISSIER","BLUE","MASTER 1","MALE","LIGHT FEATHER","1"
"CERCLE TISSIER","PURPLE","ADULT","FEMALE","HEAVY","1"
"CERCLE TISSIER","WHITE","ADULT","MALE","FEATHER","1"
"CERCLE TISSIER","PURPLE","MASTER 5","MALE","MIDDLE","1"
"CERCLE TISSIER","BLUE","ADULT","MALE","LIGHT","1"
"BALABAN JIU-JITSU TEAM","WHITE","MASTER 1","MALE","MEDIUM HEAVY","1"
"BALABAN JIU-JITSU TEAM","BLUE","MASTER 1","MALE","MIDDLE","1"
"BALABAN JIU-JITSU TEAM","BROWN","MASTER 1","MALE","HEAVY","1"
"BALABAN JIU-JITSU TEAM","BLUE","MASTER 1","FEMALE","MIDDLE","1"
"CHECKMAT GOKUDO","PURPLE","MASTER 1","MALE","MIDDLE","1"
"CHECKMAT GOKUDO","PURPLE","ADULT","MALE","LIGHT","1"
"DE LA RIVA INTERNATIONAL","PURPLE","MASTER 3","MALE","MIDDLE","1"
"DE LA RIVA INTERNATIONAL","BLUE","ADULT","MALE","MIDDLE","1"
"DE LA RIVA INTERNATIONAL","BLUE","MASTER 1","FEMALE","MIDDLE","1"
"DE LA RIVA INTERNATIONAL","BLUE","MASTER 1","MALE","LIGHT","2"
"DE LA RIVA INTERNATIONAL","BLACK","ADULT","MALE","ULTRA HEAVY","1"
"DE LA RIVA INTERNATIONAL","PURPLE","MASTER 3","MALE","LIGHT","1"
"DE LA RIVA INTERNATIONAL","WHITE","MASTER 2","MALE","MIDDLE","1"
"DE LA RIVA INTERNATIONAL","WHITE","ADULT","FEMALE","MIDDLE","1"
"DE LA RIVA INTERNATIONAL","PURPLE","MASTER 1","MALE","FEATHER","1"
"DE LA RIVA INTERNATIONAL","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"DE LA RIVA INTERNATIONAL","BLUE","MASTER 3","MALE","MEDIUM HEAVY","1"
"DE LA RIVA INTERNATIONAL","BLUE","MASTER 2","MALE","LIGHT FEATHER","1"
"DE LA RIVA INTERNATIONAL","WHITE","MASTER 1","MALE","MIDDLE","1"
"HILTI BJJ TURKU","WHITE","ADULT","MALE","HEAVY","1"
"HILTI BJJ TURKU","BLACK","ADULT","MALE","HEAVY","1"
"HILTI BJJ TURKU","BLACK","MASTER 1","MALE","HEAVY","1"
"HILTI BJJ TURKU","PURPLE","ADULT","MALE","HEAVY","1"
"HILTI BJJ TURKU","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 3","MALE","MIDDLE","1"
"TRIBE JIU-JITSU ROMA","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"TRIBE JIU-JITSU ROMA","WHITE","MASTER 2","MALE","MEDIUM HEAVY","1"
"TRIBE JIU-JITSU ROMA","BLACK","MASTER 1","MALE","MIDDLE","1"
"TRIBE JIU-JITSU ROMA","BLUE","ADULT","MALE","HEAVY","1"
"TRIBE JIU-JITSU ROMA","PURPLE","ADULT","MALE","LIGHT","1"
"TRIBE JIU-JITSU ROMA","PURPLE","MASTER 1","MALE","LIGHT FEATHER","1"
"TRIBE JIU-JITSU ROMA","PURPLE","MASTER 3","MALE","HEAVY","1"
"TRIBE JIU-JITSU ROMA","BROWN","MASTER 4","MALE","MEDIUM HEAVY","1"
"TRIBE JIU-JITSU ROMA","BROWN","MASTER 1","MALE","LIGHT FEATHER","1"
"TRIBE JIU-JITSU ROMA","PURPLE","MASTER 1","MALE","MIDDLE","2"
"TRIBE JIU-JITSU ROMA","WHITE","JUVENILE 1","MALE","LIGHT","1"
"TRIBE JIU-JITSU ROMA","PURPLE","MASTER 1","FEMALE","LIGHT FEATHER","1"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 1","MALE","MIDDLE","1"
"TRIBE JIU-JITSU ROMA","PURPLE","MASTER 2","MALE","HEAVY","1"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 2","MALE","LIGHT","2"
"TRIBE JIU-JITSU ROMA","BLUE","ADULT","MALE","ROOSTER","2"
"TRIBE JIU-JITSU ROMA","BLUE","ADULT","MALE","MIDDLE","1"
"TRIBE JIU-JITSU ROMA","BLUE","ADULT","MALE","SUPER HEAVY","1"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 3","MALE","MEDIUM HEAVY","1"
"TRIBE JIU-JITSU ROMA","WHITE","ADULT","MALE","LIGHT","2"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 2","MALE","MEDIUM HEAVY","1"
"TRIBE JIU-JITSU ROMA","PURPLE","ADULT","MALE","FEATHER","1"
"TRIBE JIU-JITSU ROMA","WHITE","MASTER 2","MALE","ULTRA HEAVY","1"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 1","MALE","LIGHT FEATHER","1"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 5","MALE","FEATHER","1"
"TRIBE JIU-JITSU ROMA","BLUE","MASTER 1","MALE","HEAVY","1"
"TRIBE JIU-JITSU ROMA","WHITE","ADULT","FEMALE","LIGHT","1"
"TRIBE JIU-JITSU ROMA","BLUE","ADULT","MALE","LIGHT","1"
"GRACIE BARRA BIRMINGHAM","BLUE","MASTER 2","MALE","MIDDLE","1"
"AMERICAN TOP TEAM","BLUE","JUVENILE 2","MALE","FEATHER","1"
"AMERICAN TOP TEAM","PURPLE","ADULT","MALE","LIGHT","1"
"AMERICAN TOP TEAM","BROWN","ADULT","MALE","FEATHER","1"
"AMERICAN TOP TEAM","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"CIA ATHLETICA","WHITE","ADULT","MALE","MIDDLE","1"
"CIA ATHLETICA","BROWN","MASTER 1","FEMALE","LIGHT","1"
"CIA ATHLETICA","BLACK","MASTER 1","MALE","MIDDLE","1"
